UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Shanghai,China,China,184,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827, , ,285.943503,826.13,2386.802882, , ,11.19283827,11.19283827, , ,27358.55131,16896.85643,8371.030616,"Han, J, Hayashi, Y, Cao, X, & H Imura",Journal of Urban Planning and Development,2009
Shanghai,China,China,182,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,118.069882,222.782017,398.556602,602.38,1277.928453,6.555065466,5.989047092,4.216876726,7.811130381,51122.26673,26779.54029,19628.32873,23173.08012,15634.6781,"Kuang, W, Chi, W, Lu, D, & Y Dou",Landscape and Urban Planning,2014
Shanghai,China,China,180,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,121.904836,239.36431,470,884.315668,1663.86,6.980308555,6.980308558,6.524853642,6.524853633,49514.0324,24924.35067,16644.68085,15785.08728,12008.22185,"Ou, J, Liu, X, Li, X, Chen, Y, & J Li",Journal of Urban Planning and Development,2017
Shanghai,China,China,186,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,124.433942,291.386265,682.337582,1597.826087,3500,8.88123085,8.881230808,8.881230803,8.156806036,48507.66522,20474.5409,11464.99945,8736.244898,5708.571429,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Shanghai,China,China,179,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,116.729569,234.193414,469.86,900.88766,1727.32,7.211008072,7.211008097,6.725995979,6.72599597,51709.26314,25474.67027,16649.64032,15494.71773,11567.05185,"Wang, S, Liu, X, Zhou, C, Hu, J, & J Ou",Applied Energy,2017
Shanghai,China,China,187,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,109.87943,265.196555,640.058041,1480.027331,3325.978039,9.210689249,9.210689238,8.743933359,8.433871546,54932.93877,22496.5215,12222.32907,9431.582585,6007.25554,"You, H",Habitat International,2016
Shanghai,China,China,181,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827, , , ,926.39,2229.637009, , , ,9.180236474, , , ,15068.16783,8961.09991,"Yue, W, Fan, P, Wei, YD, & J Qi",Stochastic Environmental Research and Risk Assessment,2014
Shanghai,China,China,183,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,477.25133,598.42274,761.267535,1115.550078,2050.845052,2.288331388,2.436073269,3.895126491,6.278245894,12647.42416,9969.54093,10276.28217,12513.10925,9742.325477,"Zhang, H, Zhou, LG, Chen, MN, & WC Ma",Sensors,2011
Shanghai,China,China,178,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,113.717291,232.04339,403.93615,742.89,1207.12432,7.392578426,5.699845382,6.28235748,4.974242333,53078.99922,25710.70867,19366.92222,18790.13044,16551.73346,"Zhao, M, Cai, H, Qiao, Z, & X Xu",International Journal of Geographical Information Science,2016
Shanghai,China,China,177,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,221.349562,338.758368,511.172194,1005.482814,1871,4.34728087,4.200000002,6.999252333,6.406930058,27269.08491,17611.37307,15304.04058,13882.88274,10678.7814,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Shanghai,China,China,185,6036,5966,7823,13959,19980,-0.11658054,2.746966379,5.96150003,3.65114827,99.853176,243.627367,450,904.8, ,9.329262592,6.328244639,7.23437078, ,60448.75328,24488.2177,17384.44444,15427.71883, ,"Zhao, SQ, Da, LJ, Tang, ZY, Fang, HJ, Song, K, & JY Fang",Frontiers in Ecology and the Environment,2006
Shantou,China,China,189,345,420,725,2931,3623,1.9865779,5.610931124,14.99204069,2.142210312, , ,25.5,134.333091, , , ,18.07672059, , , ,28431.37255,21818.89792, ,"Ji, CY, Liu, Q, Sun, D, Wang, S, Lin, P, & X Li",International Journal of Remote Sensing,2001
Shantou,China,China,190,345,420,725,2931,3623,1.9865779,5.610931124,14.99204069,2.142210312,628.810109,739.868767,870.54229,1024.295,1202.07,1.639733564,1.639733562,1.639733562,1.61328007,548.6553016,567.6682389,832.814222,2861.480335,3013.967573,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Sheffield,United Kingdom,Europe,363,658,643,634,640,682,-0.230336389,-0.140858399,0.094236594,0.637639133,210.229893,233.86087,260.148098,289.130326, ,1.07094101,1.070941064,1.061862818, ,3129.906935,2749.498024,2437.073363,2213.534667, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Shenyang,China,China,196,3156,3418,3651,4562,5676,0.800690333,0.661634373,2.252596486,2.208899122,15.07,38.67803784,99.26944998,254.7808589,653.91,9.884166468,9.884166468,9.884166468,9.884166468,209422.6941,88370.56352,36778.6867,17905.58373,8680.093591,"Liu, M, Xu, Y, Hu, Y Li, C, Sun, F & T Chen ",PLoS One,2014
Shenyang,China,China,195,3156,3418,3651,4562,5676,0.800690333,0.661634373,2.252596486,2.208899122,2545.456378,2649.550946,2757.725883,2889.909792,3425.535281,0.401606426,0.400963852,0.469286748,1.714862379,1239.85625,1290.029922,1323.916935,1578.595987,1656.967316,"Lu, D, Song, K, Zang, S, Jia, M, Du, J, & C Ren",Environmental Modeling and Assessment,2015
Shenyang,China,China,194,3156,3418,3651,4562,5676,0.800690333,0.661634373,2.252596486,2.208899122,530.490011,620.400541,725.549631,848.52,989.94,1.577962133,1.577962145,1.577962145,1.5534493,5949.216639,5509.344003,5032.047215,5376.42012,5733.680829,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Shenyang,China,China,193,3156,3418,3651,4562,5676,0.800690333,0.661634373,2.252596486,2.208899122,98.311161,209.8,408.4,568,836.3,7.874865166,6.887772087,3.353755094,3.944466873,32102.15369,16291.70639,8939.764936,8031.690141,6787.038144,"Sun, Y, Zhao, S, & W Qu",Environmental Earth Sciences,2015
Shenyang,China,China,192,3156,3418,3651,4562,5676,0.800690333,0.661634373,2.252596486,2.208899122,169.324071,342.8283,668.118838,900.64987,1815.375443,7.308913177,6.899999997,3.031548572,7.260803646,18638.8148,9970.005393,5464.596704,5065.231398,3126.625967,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Shenzhen,China,China,202,22,58,875,6550,10223,10.17943254,31.17709409,22.29911792,4.552327678,0.56874,14.000246,152.35,465.668948, ,37.75970031,26.96110078,11.82102839, ,38681.9988,4142.784348,5743.354119,14065.7865, ,"Li, WF, Wang, YL, Peng, F, GC Li",International Journal of Sustainable Development and World Ecology,2005
Shenzhen,China,China,199,22,58,875,6550,10223,10.17943254,31.17709409,22.29911792,4.552327678, , ,119,599.137452,843.411127, , ,17.54331933,3.478776667, , ,7352.941176,10932.38284,12121.01628,"Liu, Z, Huang, H, Werners, SE, D Yan",Journal of Geographical Sciences,2016
Shenzhen,China,China,200,22,58,875,6550,10223,10.17943254,31.17709409,22.29911792,4.552327678,2.322983,14.415514,86.966494,406.924396, ,20.02685041,19.68843352,16.6853079, ,9470.581576,4023.443077,10061.34615,16096.35614, ,"Weng, Q",International Journal of Remote Sensing,2001
Shenzhen,China,China,197,22,58,875,6550,10223,10.17943254,31.17709409,22.29911792,4.552327678,2.849708,22.810176,134.329656,350.114405,753,23.12119653,19.39999996,10.05348704,7.958912132,7720.089216,2542.724791,6513.825957,18708.17055,13576.36122,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Shijiazhuang,China,China,204,692,991,1372,1914,2737,3.656551403,3.306594599,3.385297595,3.641403709,598.343283,675.12,760.652153,857.020527,1701.865,1.214574893,1.199999999,1.200000004,7.100966072,1156.526729,1467.88719,1803.715397,2233.318736,1608.235671,"Wu, W, Zhao, S, Zhu, C, J Jiang",Landscape and Urban Planning,2015
Shijiazhuang,China,China,205,692,991,1372,1914,2737,3.656551403,3.306594599,3.385297595,3.641403709,45.725944,80.341713,146.343105,173.951586, ,5.798093258,6.180097013,1.743251521, ,15133.64054,12334.81293,9375.228167,11003.06151, ,"Xiao, JY, Sheng, YJ, Ge, JF, Tateishi, R, Tang, CY, Liang, YQ, & ZY Huang",Landscape and Urban Planning,2006
Shijiazhuang,China,China,203,692,991,1372,1914,2737,3.656551403,3.306594599,3.385297595,3.641403709,619.212809,698.466208,786.956134,1141.78263,1728.74957,1.211659746,1.200000004,3.791859021,4.235310717,1117.547941,1418.823114,1743.426273,1676.32608,1583.225267,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Shimkent,Kazakhstan,SC Asia,554,250,327,386,445,633,2.721363242,1.672605994,1.432532928,3.586788751,91.910136,107.234782,125.085285,145.6, ,1.554044995,1.551666544,1.530263957, ,2720.0482,3049.383734,3085.894556,3056.318681, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Shiraz,Iran (Islamic Republic of),SC Asia,555,319,549,935,1115,1395,5.579151189,5.468781035,1.776222026,2.265685545,27.407727,63.412611,112.6,126.8,158.574448,8.750249392,5.909831113,1.194774345,2.261320266,11639.05347,8657.583899,8303.730018,8793.375394,8797.129787,"Sabet Sarvestani, M, Ibrahim, AL, & P Kanaroglou",Cities,2011
Shouguang,China,China,206,20,51,131,400,474,9.81306619,9.893020871,11.80954228,1.71191591,192.87382,244.544125,310.056747,393.12,495.7,2.401989693,2.401989717,2.401989723,2.345647506,103.6947368,208.5513197,422.5033039,1017.501018,956.2235223,"Yu, B, Song, W, & Y Lang",Sustainability (Switzerland),2017
Singapore,Singapore,SE Asia,579,2074,2415,3016,3918,5079,1.533846273,2.247199142,2.651029529,2.629302689,261.700254,351.919943,473.242361,636.39,848.52,3.006344095,3.006344078,3.006344091,2.918600896,7925.09739,6862.356192,6373.055856,6156.602084,5985.716306,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Songkhla,Thailand,SE Asia,580,42,69,170,414,792,5.226184974,9.370385169,9.306659256,6.704410841,7.606444033,10.24914592,13.81,18.44800439, ,3.026892358,3.026892358,2.937963369, ,5484.297238,6774.125429,12312.45474,22441.66856, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
St. Catharines-Niagara,Canada,N Am,533,300,303,361,376,392,0.099552829,1.766879379,0.407941677,0.417596478,73.545867,97.212994,128.496224,168.820536, ,2.829234955,2.829234953,2.76695557, ,4079.087136,3116.867278,2809.421077,2227.217191, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
St.Louis,United States of America,N Am,534,1882,1851,1950,2079,2153,-0.165952222,0.522393129,0.642632441,0.350364441,556.541395,822.85373,1216.6,1579.3,1981.2,3.987830352,3.987830354,2.643554329,2.293106656,3381.599315,2249.488497,1602.827552,1316.406003,1086.715122,"Maimaitijiang, M, Ghulama, A, On??simo Sandoval, JS, & M Maimaitiyiming",International Journal of Applied Earth Observation and Geoinformation,2015
Stockholm,Sweden,Europe,364,1035,992,1038,1206,1360,-0.423436951,0.45430843,1.511441609,1.209006116, , ,919.586451,727.154599,933.857154, , ,-2.320501967,2.533402527, , ,1128.768262,1658.519387,1456.325514,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Stuttgart,Germany,Europe,365,633,583,575,583,608,-0.819456358,-0.138076043,0.138266956,0.420759674, , ,558.220132,482.962132,705.239071, , ,-1.437716096,3.858567572, , ,1030.059589,1207.133979,862.1189962,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Surabaya,Indonesia,SE Asia,581,1474,2008,2467,2611,2768,3.139880169,2.079972435,0.568916741,0.585625602,529.794982,583.309218,642.22889,707.1,777.81,0.966918051,0.966918034,0.966918056,0.957658278,2782.208307,3442.428026,3841.309599,3692.547023,3558.709711,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Surat,India,India,466,477,877,1468,2699,4438,6.279162012,5.286489669,6.279054695,5.098965522,74.376949,121.048266,197.005696,315.5886,500.995382,4.990987695,4.990987625,4.824850666,4.730033292,6413.277318,7245.04389,7451.561197,8552.273434,8858.365086,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Suzhou in Anhui,China,China,207,125,180,258,454,731,3.713728934,3.665612992,5.814117611,4.878423949,768.119429,954.276684,1185.55,1466.1,1625.38,2.193801852,2.193801845,2.146707343,1.036695037,162.7351103,188.6245394,217.6205137,309.6650979,449.7409836,"Shi, T, Huang, Y, Wang, H, Shi, CE, & YJ Yang",Advances in Climate Change Research,2015
Suzhou in Jiangsu,China,China,208,508,556,1067,2112,3997,0.906956618,6.735518166,7.06633818,6.586947165,73.201528,92.475694,116.451204,188.538462, ,2.364824282,2.332041524,4.936263891, ,6939.745848,6012.390672,9162.636051,11201.95836, ,"Li, GL , Chen, J, & ZY Sun",International Journal of Sustainable Development and World Ecology,2007
Suzhou in Jiangsu,China,China,209,508,556,1067,2112,3997,0.906956618,6.735518166,7.06633818,6.586947165,67.876712,119.968544,209.450503,359.001754,615.335162,5.86067507,5.730771687,5.536215461,5.536215446,7484.157453,4634.548203,5094.282347,5882.979614,6495.647002,"Zhang, L, Wei, YD, & R Meng",Sustainability (Switzerland),2017
Taibei (Taipei),Taiwan,E Asia,314,1406,2247,2737,2642,2654,4.797819,1.993568,-0.352264,0.043437,329.7983177,377.5941435,432.316751,494.97,565.68,1.362586,1.362586,1.362586, ,4264.018113,5950.653735,6331.632984,5338.426571,4691.452765,"Huang, SL, Wang, SH, & WW Budd",Landscape and Urban Planning,2009
Taibei (Taipei),Taiwan,E Asia,315,1406,2247,2737,2642,2654,4.797819,1.993568,-0.352264,0.043437,376.4746998,505.282181,678.16,898.0176863,1201.217666,2.986386,2.986386,2.847863, ,3735.353268,4446.885492,4036.320337,2942.437594,2209.309,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Taiyuan in Shanxi,China,China,211,622,1106,1637,2503,3131,5.924512578,3.999045947,4.337689917,2.263869523,174.331475,219.77109,275.884245,438.688141,824.985553,2.343313977,2.300000012,4.747314998,6.519481775,3567.915662,5032.509053,5933.648005,5705.647739,3795.217975,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Tamale,Ghana,Africa,51,85,120,159,205,366,3.508551721,2.85409514,2.573617847,5.967508275,3.988591839,6.338952372,10.07431163,16.01080888,24.97999717,4.741741203,4.741741197,4.741741208,4.548525264,21310.7792,18930.5729,15782.71606,12803.85029,14651.72304,"Fuseini, I & J Kemp",Habitat International,2016
Tampa-St. Petersburg,United States of America,N Am,536,874,1362,1717,2071,2452,4.536165941,2.343276982,1.892209616,1.703063911,1031.146551,1155.628759,1295.138724,1450,1750,1.14625206,1.146252057,1.135859895,1.898315496,847.6001778,1178.579184,1325.72671,1428.275862,1401.142857,"Li, Q, Lu, L, Weng, Q, Xie, Y, & H Guo",Remote Sensing,2016
Tampa-St. Petersburg,United States of America,N Am,535,874,1362,1717,2071,2452,4.536165941,2.343276982,1.892209616,1.703063911,27.709199,119.836562,518.26838,1400, ,15.77013426,15.77013433,10.4478668, ,31541.87171,11365.47959,3312.955346,1479.285714, ,"Xian, G, Crane, M, & J Su",Journal of Environmental Management,2007
Tangshan in Hebei,China,China,212,646,758,996,1418,2204,1.611688638,2.768262333,3.595690445,4.508962398,65.243379,82.12874,103.057572,129.319689,162.27417,2.32832646,2.295958184,2.295958153,2.29595815,9901.387848,9229.412262,9664.500926,10965.07431,13581.95208,"Zhang, Z, Li, N, Wang, X, Liu, F, L Yang",Remote Sensing,2016
Tarabulus (Tripoli),Libya,Africa,50,398,662,862,1022,1095,5.219804791,2.675051093,1.717192103,0.692314206,57.814185,79.309627,108.166538,149.300446,275,3.211751946,3.151774212,3.27538378,6.298505563,6884.12368,8347.03207,7969.192839,6845.257515,3981.818182,"Alsharif, AAA, Pradhan, B, Mansor, S, & HZM Shafri",Theoretical and Empirical Researches in Urban Management,2017
Tehran,Iran (Islamic Republic of),SC Asia,556,3290,5079,6365,7128,8059,4.437924261,2.282661318,1.13859782,1.235153679,260.887607,345.549968,456.9839,600.65, ,2.850342149,2.834538708,2.771349226, ,12610.7945,14698.30841,13928.28062,11867.14393, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Tel Aviv-Yafo (Tel Aviv-Jaffa),Israel,SW Asia,626,1029,1448,2053,2739,3311,3.474972275,3.552845858,2.924865534,1.914672882,61.915128,110.793155,196.362685,340.31, ,5.991640843,5.88991586,5.652937145, ,16619.52471,13069.39946,10455.14325,8048.543975, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Tel Aviv-Yafo (Tel Aviv-Jaffa),Israel,SW Asia,627,1029,1448,2053,2739,3311,3.474972275,3.552845858,2.924865534,1.914672882,155.6256208,208.1099985,274.3002806,370, ,2.948775393,2.800051109,3.038030109, ,6612.021816,6957.858874,7484.498358,7402.702703, ,"Benguigui, L Blumenfeld-Lieberthal, E, & D Czamanski",Environment and Planning B,2006
Tel Aviv-Yafo (Tel Aviv-Jaffa),Israel,SW Asia,625,1029,1448,2053,2739,3311,3.474972275,3.552845858,2.924865534,1.914672882,67.872057,97.419099,136,189.04298, ,3.680076675,3.392605563,3.348020964, ,15160.87836,14863.61519,15095.58824,14488.76864, ,"Shoshany, M & N Goldshleger",Land Use Policy,2002
Thanh Pho Ho Ch? Minh (Ho Chi Minh City),Viet Nam,SE Asia,582,1970,2716,3038,4389,6189,3.263384219,1.126691841,3.747533636,3.496458755,159.209461,242.942142,370.712167,565.68,848.52,4.316593948,4.316593936,4.316593946,4.137974399,12373.63651,11179.61659,8195.037203,7758.803564,7293.876397,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Thanh Pho Ho Ch? Minh (Ho Chi Minh City),Viet Nam,SE Asia,583,1970,2716,3038,4389,6189,3.263384219,1.126691841,3.747533636,3.496458755, , , ,138.091364,238.428055, , , ,5.613414499, , , ,31783.30544,25957.51578,"Son, NT, Chen, CF, Chen, CR, Thanh, BX, & TH Vuong",Sustainable Cities and Society,2017
Thiruvananthapuram,India,India,467,394,512,801,1153,1648,2.654353899,4.577018407,3.709771912,3.636512502,9.885104,22.715708,52.200095,114.703817,245.683935,8.676214788,8.676214324,8.190881101,7.914521386,39857.95192,22539.46916,15344.79966,10051.97586,6707.805295,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Thrissur,India,India,468,76,203,585,1050,1790,10.32355417,11.16446516,6.023794526,5.479089719,4.937933,12.127493,29.784949,69.452748,157.219302,9.401325513,9.401325224,8.835169335,8.512968178,15391.05533,16738.8264,19640.7924,15118.1923,11385.37048,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Tianjin,China,China,218,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957, , ,610,388.5329,1446.174, , ,-4.410586607,14.04579447, , ,7472.131148,17167.14337,6535.174882,"Ou, J, Liu, X, Li, X, Chen, Y, & J Li",Journal of Urban Planning and Development,2017
Tianjin,China,China,219,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957,365.569512,532.73789,776.349366,1131.36,1626.33,3.837533056,3.837533035,3.837533055,3.695708995,9076.249225,7039.108857,5871.068104,5895.559327,5811.243721,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Tianjin,China,China,217,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957,690.914602,951.542347,1310.484444,1795.89072,2411.666799,3.252452245,3.252452244,3.201213409,2.992058822,4802.330115,3940.970165,3478.103095,3714.034449,3918.866406,"Wang, R & Y Murayama",ISPRS International Journal of Geo-Information,2017
Tianjin,China,China,216,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957,259.751741,397.510725,608.33,914.927591,1376.05,4.346776751,4.346776758,4.165702958,4.165702955,12773.73536,9433.707732,7492.643795,7290.1944,6868.209731,"Wang, S, Liu, X, Zhou, C, Hu, J, & J Ou",Applied Energy,2017
Tianjin,China,China,215,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957,520.414487,790.976,1182.144596,1766.761376,3338.384,4.275286763,4.099999998,4.1,6.570214372,6375.687232,4740.978234,3855.704298,3775.269309,2831.010453,"Wu, W, Zhao, S, Zhu, C, J Jiang",Landscape and Urban Planning,2015
Tianjin,China,China,214,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957, , , , ,555, , , , , , , , ,17028.82883,"Zhang, Z, Li, N, Wang, X, Liu, F, L Yang",Remote Sensing,2016
Tianjin,China,China,213,3318,3750,4558,6670,9451,1.231457236,1.970442826,3.880767895,3.546444957,568.742897,861.526395,1287.584923,1807.457737,3343,4.240205814,4.099999997,3.449697924,6.342489383,5833.919012,4352.739535,3539.96068,3690.266092,2827.101406,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Tianmen,China,China,220,96,157,256,418,605,5.015272053,5.013908033,5.015314656,3.763140529, ,3.21,23.47,28.49,35.91, ,22.01151106,1.957208409,2.341621957, ,48959.81308,10921.94291,14677.32538,16848.25954,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Tijuana,Mexico,CS Am,307,289,437,812,1365,1755,4.221749577,6.391629159,5.331352855,2.54498997,45.939436,76.740154,127.870946,208.32, ,5.264928725,5.238565878,5.001598074, ,6290.891338,5694.541609,6350.152442,6552.419355, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Tiruchirappalli,India,India,470,454,599,705,837,1009,2.810411389,1.642708539,1.731075083,1.886482919,10.534474,24.587139,57.385632,127.8661,277.458112,8.845258241,8.845259034,8.341595013,8.054834068,43096.59884,24362.33024,12285.30514,6545.910136,3636.58497,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Tiruchirappalli,India,India,472,454,599,705,837,1009,2.810411389,1.642708539,1.731075083,1.886482919, , , ,30.07799934,71.29071112, , , ,9.013027283, , , ,27827.64873,14153.31653,"Kumar, S, Radhakrishnan, N, & S Mathew","Geomatics, Natural Hazards, and Risk",2014
Tiruchirappalli,India,India,471,454,599,705,837,1009,2.810411389,1.642708539,1.731075083,1.886482919, , ,11.170151,19.666374,34.8296, , ,5.819699763,5.882069048, , ,63114.63471,42559.95538,28969.61205,"Suribabu, CR & J Bhaskar",Earth Science Informatics,2015
Tiruchirappalli,India,India,469,454,599,705,837,1009,2.810411389,1.642708539,1.731075083,1.886482919, , ,9.723197,14.708415,25.6, , ,4.225906004,5.698155589, , ,72507.01595,56906.19961,39414.0625,"Suribabu, CR, Bhaskar, J, & TR Neelakantan",Journal of the Indian Society of Remote Sensing,2012
Tokyo,Japan,E Asia,316,23298,28549,32530,34450,36834,2.053340728,1.313965964,0.575110014,0.671366974,1554.276826,1755.681665,2132.730794,3067.603825,3471.037908,1.225921774,1.964507666,3.701806779,1.243233834,14989.60778,16260.92051,15252.74549,11230.26374,10611.8115,"Bagan, H & Y Yamagata",Remote Sensing of Environment,2012
Tokyo,Japan,E Asia,317,23298,28549,32530,34450,36834,2.053340728,1.313965964,0.575110014,0.671366974,430.905999,455.341473,584.065048,622.526685, ,0.553100595,2.520897849,0.639779247, ,54067.47656,62698.00072,55695.85119,55338.99322, ,"HashibaH, Kameda, K, Sugimura, T, & K Takasaki",Advances in Space Research,1998
Tokyo,Japan,E Asia,318,23298,28549,32530,34450,36834,2.053340728,1.313965964,0.575110014,0.671366974,5331.904266,5405.04424,5479.187506,5554.347826,5630.434782,0.136334737,0.136334737,0.136334736,0.136149119,4369.54582,5281.917915,5937.01164,6202.348337,6541.945947,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Tomsk,Russian Federation,Europe,366,343,431,497,489,523,2.310054264,1.435018292,-0.162143771,0.674454012, ,455.1925,454.503323,447.668687, , ,-0.015150667,-0.15140331, , ,946.852156,1093.501356,1092.325673, ,"Bergen, KM, Zhao, T, Kharuk, V, Blam, Y, Brown, DG, Peterson, LK, & N Miller",Photogrammetric Engineering and Remote Sensing,2008
Toronto,Canada,N Am,538,2535,3008,3807,4607,5499,1.726494972,2.383400993,1.92608957,1.785766694,772.5327562,1007.706002,1310.857752,1698.182875, ,2.693201698,2.664943421,2.622570583, ,3281.139835,2985.029359,2904.172474,2712.983429, ,"Tole, L","Computers, Environment and Urban Systems",2008
Toronto,Canada,N Am,539,2535,3008,3807,4607,5499,1.726494972,2.383400993,1.92608957,1.785766694,1181.942033,1589.409892,2137.35,2849.8,3206.025,3.006344082,3.006344082,2.918600896,1.184794092,2144.595867,1892.546419,1781.157508,1616.654502,1715.28076,"Vaz, E & JJ Arsanjani",Journal of Environmental Informatics,2015
Tucson,United States of America,N Am,540,297,453,582,723,846,4.31197669,2.537441849,2.193090048,1.583508061,103.037092,165.812292,263.395583,414.806936, ,4.872667077,4.736770014,4.646269801, ,2882.457125,2732.004935,2209.604251,1742.979534, ,"DiBari, JN",Landscape and Urban Planning,2007
Udon Thani,Thailand,SE Asia,584,57,73,172,401,482,2.539425702,9.013617685,8.833755301,1.836258653,23.85867446,30.62039503,39.27457075,50.1,60.19640169,2.526574574,2.520346604,2.464311896,1.85287224,2369.368847,2372.340393,4384.134485,8012.974052,7999.913392,"Phuttharak, T & A Dhiravisit",Asian Social Science,2014
Urumqi (Wulumqi),China,China,222,581,881,1241,1807,2811,4.250939528,3.485520246,3.828991838,4.517802319,62.762116,93.751852,136.7,161.916011, ,4.09460651,3.843392038,1.707300652, ,9257.176734,9397.147696,9078.273592,11160.10695, ,"Dong, W, Zhang, XL, Wang, B, & ZL Duan",Science in China Series D-Earth Sciences,2007
