UrbanAgg,Country,Region,OID,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,PopR7080,PopR8090,PopR9000,PopR0010,Area1970,Area1980,Area1990,Area2000,Area2010,ArR7080,ArR8090,ArR9000,ArR0010,PD1970,PD1980,PD1990,PD2000,PD2010,Authors,Journal,Year
Urumqi (Wulumqi),China,China,223,581,881,1241,1807,2811,4.250939528,3.485520246,3.828991838,4.517802319,186.621932,234.867428,295.27996,369.7,484.530306,2.326003184,2.315426313,2.273130066,2.74179513,3113.246089,3751.052274,4202.791141,4887.746822,5801.494695,"Schneider, A, Chang, C, & K Paulsen",Landscape and Urban Planning,2015
Urumqi (Wulumqi),China,China,224,581,881,1241,1807,2811,4.250939528,3.485520246,3.828991838,4.517802319, , ,90.45,141.0093029, , , ,4.540342696, , , ,13720.28745,12814.75735, ,"Yan, Y, Zhang, C, Hu, Y, & W Kuang",Remote Sensing,2016
Urumqi (Wulumqi),China,China,221,581,881,1241,1807,2811,4.250939528,3.485520246,3.828991838,4.517802319,92.452851,134.421125,193.310342,352.325247,580.163994,3.813712395,3.699999988,6.186392731,5.114033329,6284.2843,6554.029361,6419.728956,5128.783746,4845.181757,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Vadodara,India,India,473,453,722,1096,1465,1794,4.771678006,4.262308291,2.944395339,2.046586367,88.489822,129.645343,189.941789,275.557703,397.524309,3.893017434,3.893017519,3.790882151,3.732564211,5119.232808,5569.039221,5770.188887,5316.490826,4512.93156,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Vadodara,India,India,474,453,722,1096,1465,1794,4.771678006,4.262308291,2.944395339,2.046586367,56.40028678,58.87,61.43662224,73.79,123.1363701,0.429493488,0.427656731,1.849058334,5.254066455,8031.874053,12264.31119,17839.52242,19853.6387,14569.21297,"Sandhya Kiran, G, & UB Joshi",International Journal of Remote Sensing,2013
Valencia,Spain,Europe,367,645,745,776,743,785,1.451776392,0.408515176,-0.433621888,0.551391328,26.027395,37.518526,40.958937,44.731291, ,3.724537369,0.881211918,0.884925023, ,24781.5811,19856.85685,18945.80418,16610.29636, ,"Pascual, AJ, Ano, C, Valera, A, Poyatos, M, & J Sanchez",Sustainable Use and Management of Soils - Arid and SemiArid Reigons,2005
Varanasi (Benares),India,India,475,597,777,1013,1199,1419,2.670261642,2.687798367,1.700004883,1.69891539,35.83322,61.689236,106.202062,179.285654,299.291737,5.582600768,5.582600806,5.375890824,5.257952724,16660.51781,12595.39022,9538.421203,6687.651651,4741.193373,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Victoria,Canada,N Am,541,182,231,282,311,342,2.412757349,2.014924584,0.983664901,0.954706774,43.010682,58.011319,78.243659,104.71, ,3.037103376,3.037103387,2.956530927, ,4231.506954,3981.981516,3604.125927,2970.107917, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Vientiane,Lao People's Democratic Republic,SE Asia,585,157,211,283,442,761,3.000250349,2.979409698,4.559520606,5.58354482,3.785038,7.971324,16.787679,35.355,70.71,7.732322321,7.73232175,7.732321514,7.177346254,41479.108,26469.88129,16857.60134,12501.76778,10762.26842,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Vientiane,Lao People's Democratic Republic,SE Asia,586,157,211,283,442,761,3.000250349,2.979409698,4.559520606,5.58354482,92.00724493,113.1050241,139.0406427,170.5669229,203.5247047,2.08595291,2.08595291,2.064639235,1.782293285,1706.387362,1865.52279,2035.376092,2591.358233,3739.103816,"Sharifi, A, Chiba, Y, Okamoto, K, Yokoyama, S, & A Murayama ",Landscape and Urban Planning,2014
Vijayawada,India,India,476,335,527,821,999,1453,4.634904151,4.532961433,1.981696684,3.817367582,16.189977,25.54322,40.3,62.33, ,4.665352688,4.665352449,4.4573991, ,20691.81445,20631.69796,20372.20844,16027.59506, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Vijayawada,India,India,477,335,527,821,999,1453,4.634904151,4.532961433,1.981696684,3.817367582,10.493874,23.947889,54.651064,119.344479,254.141708,8.600828671,8.60082852,8.123568612,7.851790925,31923.38692,22006.11503,15022.58035,8370.726559,5717.282737,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Visakhapatnam (Vis) ,India,India,478,349,583,1018,1309,1700,5.271184222,5.728321457,2.544950812,2.646515807,51.18050757,88.63699364,153.5060322,260.5806239,437.3115348,5.64550973,5.64550973,5.4342389,5.313702461,6820.38957,6582.545008,6634.325606,5024.847897,3887.910254,"Gibson, J, Boe-Gibson, G, & G Stichbury",Food Policy,2015
Warszawa (Warsaw),Poland,Europe,369,1300,1565,1628,1666,1703,1.872531637,0.395444262,0.230999155,0.219900006,134.50144,181.19207,244.090815,326.563573, ,3.024668375,3.024668337,2.953622018, ,9665.324029,8637.243341,6669.648753,5101.610032, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Warszawa (Warsaw),Poland,Europe,368,1300,1565,1628,1666,1703,1.872531637,0.395444262,0.230999155,0.219900006,257.465747,287.079755,320.1,356.5, ,1.094682066,1.094682052,1.082828537, ,5049.215343,5451.446759,5085.910653,4673.211781, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Washington in D.C.,United States of America,N Am,542,2488,2777,3376,3949,4604,1.104980643,1.972403507,1.580061067,1.546467017,873.570637,1049.807942,1261.6,1511.1, ,1.854725484,1.854725489,1.820951827, ,2848.081076,2645.245753,2675.967026,2613.328039, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Wien (Vienna),Austria,Europe,370,1621,1539,1539,1549,1700,-0.517758863,0,0.064788044,0.93452658,111.214641,168.212536,254.422051,379.161706, ,4.224456577,4.224456502,4.070339646, ,14575.41908,9149.139753,6049.003984,4085.328174, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Wien (Vienna),Austria,Europe,371,1621,1539,1539,1549,1700,-0.517758863,0,0.064788044,0.93452658, , ,226.451467,321.663916,582.20977, , ,3.572085372,6.11278534, , ,6796.158225,4815.585221,2919.909778,"Nello, O, Lopez, J, Martin, J, & J Checa",Land Use Policy,2017
Wuhan,China,China,231,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,59.791426,178.518359,532.999574,1444.0497,1779.164412,11.55894473,11.55894476,10.48047375,2.108852174,34101.87942,14093.78853,6410.886925,4596.794695,4223.892941,"Li, Q, Wei, YN, & Y Dong",Remote Sensing,2016
Wuhan,China,China,234,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,24.77025693,88.28,272.58,336.89,715.4,13.55157994,11.93429448,2.140837207,7.821676818,82316.46549,28500.22655,12535.76932,19703.76087,10504.6128,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Wuhan,China,China,235,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,57.30140154,203.66,627.48,794.9,1369.83,13.52043575,11.91013376,2.393234209,5.593070229,35583.77187,12353.92321,5445.591891,8350.735942,5486.082215,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Wuhan,China,China,227,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,139.128373,192.916665,267.5,367.1, ,3.322618493,3.322618532,3.215770718, ,14655.52968,13041.90076,12773.83178,18082.26641, ,"Schneider, A & CE Woodcock",Urban Studies,2008
Wuhan,China,China,229,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,385.775889,479.858765,596.886538,742.455,919.23,2.206339671,2.206339692,2.206339696,2.158711188,5285.452145,5243.209426,5724.706091,8940.609195,8175.320649,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Wuhan,China,China,232,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247, , ,119.4011272,512.8411492,1179.328677, , ,15.69043227,8.683896311, , ,28617.82027,12943.57914,6372.269363,"Shen, H, Huang, L, Zhang, L,Wu, P, & C Zeng",Remote Sensing of Environment,2016
Wuhan,China,China,228,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,145.654546,170.190622,198.859897,277.52,342.772263,1.568995685,1.568995754,3.389088776,2.134187535,13998.87649,14783.42326,17182.95167,23918.99683,21924.17769,"Sun, A, Chen, T, Niu, RQ, JC Trinder",Environmental Earth Sciences,2016
Wuhan,China,China,233,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,332.1895401,428.6033314,553,708.9971791,909,2.581007197,2.581007197,2.516067319,2.516067319,6138.062021,5870.229687,6179.023508,9362.51962,8267.326733,"Wang, Y, Li, X, & J Li ",Scientific World Journal,2014
Wuhan,China,China,230,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,60.956594,113.229731,208.062587,372.774536,667.88007,6.388326712,6.273100652,6.004725172,6.004725209,33450.03167,22220.31244,16422.94297,17807.01029,11252.02014,"Xie, Q & Z Zhou",Environmental Engineering and Management Journal,2015
Wuhan,China,China,226,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,115.060279,157.480118,215.539088,293.597551,398.02,3.188198604,3.188198619,3.138934086,3.089693088,17721.14597,15976.61998,15853.27298,22609.18042,18880.96076,"Zeng, C, Zhang, M, Cui, J, S He",Cities,2015
Wuhan,China,China,225,2039,2516,3417,6638,7515,2.124358405,3.108254351,6.865919511,1.248634247,139.365147,204.71436,297.249986,555.334975,1093.821747,3.920065806,3.799999994,6.449424621,7.013643988,14630.63071,12290.29561,11495.37481,11953.14594,6870.406463,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Wuxi in Jiangsu,China,China,236,602,773,992,1835,2737,2.531733554,2.525812061,6.34386481,4.079182625,37.545796,99.331634,256.075245,621.450286, ,10.21802544,9.932980251,9.270738825, ,16033.75249,7782.012324,3873.861372,2952.770385, ,"Ho, SPS & GCS Lin",Modern China,2004
Xiamen,China,China,238,418,491,639,1416,3040,1.622651234,2.669615741,8.28199272,7.939656839,40.751553,74.800679,136.34704,220.569386, ,6.261547824,6.187651883,4.927651369, ,10257.2778,6564.111537,4686.570387,6419.748568, ,"Quan, B, Chen, JF, Qiu, HL, Romkens, MJM, Yang, XQ, Jiang, SF, & BC Li",Pedosphere,2006
Xi'an in Shaanxi,China,China,241,960,1178,2157,3690,5149,2.067483143,6.235700392,5.515830633,3.387885354,548.59403,650.405844,770.673233,911.1,1303.913943,1.716951513,1.711154532,1.687969893,3.649757003,1749.927902,1811.176838,2798.851585,4050.049391,3948.880237,"Schneider, A, Chang, C, & K Paulsen",Landscape and Urban Planning,2015
Xi'an in Shaanxi,China,China,243,960,1178,2157,3690,5149,2.067483143,6.235700392,5.515830633,3.387885354,119.622555,192.044412,308.311892,494.97,777.81,4.847688434,4.847688456,4.847688441,4.623552999,8025.242397,6133.997796,6996.162185,7454.997273,6619.868605,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Xi'an in Shaanxi,China,China,242,960,1178,2157,3690,5149,2.067483143,6.235700392,5.515830633,3.387885354,62.977911,135.4,275.678261,531.544728,1142.8,7.955069504,7.368870792,6.785855046,7.955069582,15243.43988,8700.14771,7824.338387,6942.031038,4505.60028,"Zhao, J, Zhu, C, S Zhao",Journal of Urban Planning and Development,2015
Xi'an in Shaanxi,China,China,239,960,1178,2157,3690,5149,2.067483143,6.235700392,5.515830633,3.387885354,80.858343,208.6812,503.164172,847.059164,1473.613947,9.945092454,9.200000008,5.346570895,5.693188042,11872.6153,5644.974248,4286.871204,4356.248249,3494.130882,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Xianning,China,China,245,40,81,163,332,340,7.334420423,7.332479984,7.334506185,0.259764684,8.514134087,17.44,78.72,108.08,147.54,7.433716447,16.26630229,3.220515829,3.16121401,4661.425295,4618.520642,2076.232215,3069.087713,2307.340382,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Xiantao,China,China,246,98,171,297,519,552,5.720596893,5.719011707,5.720636559,0.619863877,2.603928295,9.69,30.95,35.66,60.83,14.04322119,12.31394646,1.426646975,5.485714227,37553.64546,17601.65119,9610.533118,14548.71004,9072.464245,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Xiaogan,China,China,244,42,90,193,417,576,7.98238685,7.979878371,7.982227946,3.290288311,4.918590941,21.36,76.84,104.92,125.7,15.81799819,13.65763391,3.163743402,1.823424628,8468.278924,4203.043071,2517.712129,3974.275639,4585.385839,"Lu, S, Guan, X, He, C, & J Zhang",Sustainability (Switzerland),2014
Xining,China,China,247,321,427,592,844,1142,2.894529174,3.321186113,3.610095497,3.070021284,45.330029,84.429075,152.632097,339.806414,641.659975,6.416899991,6.100000019,8.332451257,6.563220681,7081.398514,5057.499446,3878.607525,2483.767125,1779.75882,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Xuzhou,China,China,249,557,621,781,1367,1722,1.093594928,2.318919047,5.757639312,2.335534741,10.078049,20.04324,39.862028,79.277663,222.514873,7.117183783,7.117183829,7.117183491,10.87172908,55268.63384,30983.01472,19592.58069,17243.19245,7738.808542,"Du, P, Xia, J, & L Feng",Journal of Applied Remote Sensing,2015
Xuzhou,China,China,248,557,621,781,1367,1722,1.093594928,2.318919047,5.757639312,2.335534741,14.175076,24.37911,41.928595,71.71,239,5.572120572,5.572120861,5.51323566,12.79291428,39294.32195,25472.628,18626.90605,19062.8922,7205.020921,"Zhu, J, Tian, S, Tan, K, Du, P2016",Chinese Geographical Science,2016
Yangon,Myanmar,SE Asia,587,1946,2378,2907,3553,4342,2.025070004,2.028926714,2.026976676,2.025671341,353.55,353.55,353.55,353.55,353.55,0,0,0,0,5504.17197,6726.064206,8222.316504,10049.49795,12281.14835,"Schneider, A, Mertes, CM, Tatem, AJ, Tan, B, Sulla-Menashe, D, Graves, SJ, Patel, NN, Horton, JA, Gaughan, AE, Rollo, JT, Schelly, IH, Stevens, FR, & A Dastur",Environmental Research Letters,2015
Yangzhou,China,China,250,247,294,557,1217,1572,1.75717411,6.598424625,8.129336553,2.592637817,10.186559,22.669788,50.450725,112.276114,239.709625,8.328316858,8.328316833,8.328317041,7.879719849,24247.63848,12968.80235,11040.47563,10839.34914,6557.934418,"Qin, J, Fang, C, Wang, Y, Li, G, & S Wang",Chinese Geographical Science,2015
Yantai,China,China,251,216,241,422,1218,1777,1.101204365,5.761972224,11.18174442,3.849405321,29.578983,41.404134,57.893378,78.911909,93.435199,3.420360376,3.409042898,3.145756606,1.703710207,7302.482306,5820.674815,7289.261995,15434.93264,19018.52855,"Yu, X, Zhang, A, Hou, X, Li, M, & Y Xia",International Journal of Digital Earth,2013
Yantai,China,China,252,216,241,422,1218,1777,1.101204365,5.761972224,11.18174442,3.849405321,22.3643474,43.26633185,82.24,127,230.4690166,6.82167528,6.633411194,4.44125022,6.14043979,9658.229508,5570.150963,5131.322957,9590.551181,7710.363961,"Zhou, D, Shi, P, Wu, X, Ma, J & Yu ",Scientific World Journal,2014
Yazd,Iran (Islamic Republic of),SC Asia,557,107,165,263,363,471,4.426330336,4.772469505,3.274972417,2.638767471,14.750475,18.460123,37.775474,74.652,147.778984,2.268728977,7.423063437,7.049132564,7.067367064,7254.003685,8938.185298,6962.189277,4862.562289,3187.19203,"Zanganeh Shahraki, S, Sauri, D, Serra, P, Modugno, S, Seifolddini, F, & A Pourahmad",Habitat International,2011
Yerevan,Armenia,SW Asia,628,778,1042,1175,1111,1066,2.964807573,1.208506173,-0.558510866,-0.412618231,208.103794,262.613381,331.225665,415.78, ,2.353732674,2.34831874,2.299606085, ,3738.519058,3967.810003,3547.43042,2672.086199, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Yinchuan,China,China,253,163,242,384,571,1133,4.031000715,4.725293419,4.047221783,7.092579691,47.858459,118.3744,275.135573,945.000481,2077.208989,9.478769639,8.800000019,13.13279806,8.194408354,3405.876483,2044.360943,1395.675578,604.2324967,545.443432,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Yixing,China,China,254,84,108,138,271,345,2.54498997,2.481514071,6.981583151,2.443635073,2.213341,2.479665,5.832298,13.421, ,1.142682623,8.929289118,8.691233397, ,37951.67577,43554.27044,23661.34241,20192.23605, ,"Pan, XZ & QG Zhao",Catena,2007
Yiyang in Hunan,China,China,255,117,138,191,286,400,1.664498453,3.303593265,4.119785944,3.4116329, , ,25.218065,114.736045, , , ,16.35868689, , , ,7573.935589,2492.677868, ,"Angel, S, Sheppard, SC, & DL Civco",World Bank Report,2005
Yogyakarta,Indonesia,SE Asia,588,343,397,412,397,388,1.472798688,0.371559263,-0.370183811,-0.229046697,8.70627829,19.64177549,44.31277425,98.151653,152.035937,8.476289078,8.476289078,8.277162898,4.473191918,39396.85691,20212.02208,9297.544714,4044.761223,2552.028209,"Divigalpitiya, P & K Nurul Handayani",International Review for Spaial Planning and Sustainable Development,2015
Zhangjiakou,China,China,256,343,434,558,797,920,2.381045679,2.54498997,3.629263653,1.44553821,741.298831,867.906094,1015.888061,1186.484961,1385.73,1.589294016,1.586807407,1.564430614,1.564430615,462.7013907,500.0540992,549.2731152,671.7320709,663.9099969,"Sun, P, Xu, Y, Yu, Z, Liu, Q, Xie, B, & J Liu",Journal of Geographical Sciences,2016
Zhangye,China,China,257,15,41,113,349,399,10.57813471,10.669885,11.93726678,1.347898282,42,42,42,42,294,0,0,0,21.4814044,357.1428571,976.1904762,2690.47619,8309.52381,1357.142857,"Sun, L, Wei, J, Duan, DH, Guo, YM, Yang, DX, Jia, C, & XT Mi",Journal of Atmospheric and Solar-Terrestrial Physics,2016
Zhaoqing,China,China,258,82,142,247,430,555,5.644635542,5.691694528,5.700526421,2.584666935,0.867011,5.88452,30,59.400323,332.641809,21.10683197,17.69039519,7.069741754,18.80064614,94577.80812,24131.1101,8233.333333,7239.017875,1668.461345,"Liu, Z, Huang, H, Werners, SE, D Yan",Journal of Geographical Sciences,2016
Zhengzhou,China,China,260,508,819,1134,2438,3630,4.89191611,3.307752946,7.954826725,4.060831635,32.973371,94.652297,271.705834,719.6,1568.685388,11.12116371,11.12116363,10.22985068,8.10467355,15406.3714,8652.721867,4173.631399,3387.99333,2314.039531,"Mu, B, Mayer, AL, He, R, & G Tian",Cities,2016
Zhengzhou,China,China,259,508,819,1134,2438,3630,4.89191611,3.307752946,7.954826725,4.060831635,132.432705,234.17856,403.818595,586.220622,1098.27908,5.865679195,5.600000008,3.797639662,6.479293755,3835.910472,3497.331267,2808.191634,4158.843801,3305.17085,"Zhao, S, Zhou, D, Zhu, C, Qu, W, Zhao, J, Sun, Y, Huang, D, Wu, W, & S Liu",Landscape Ecology,2015
Zhongshan,China,China,262,147,241,393,1376,2682,5.067880335,5.011666533,13.35027767,6.901557811,4.648087,18.037908,70,222.256391,498.721658,14.52259807,14.52259684,12.24722725,8.417751742,31625.91406,13360.75115,5614.285714,6191.048068,5377.749205,"Liu, Z, Huang, H, Werners, SE, D Yan",Journal of Geographical Sciences,2016
Zhongshan,China,China,261,147,241,393,1376,2682,5.067880335,5.011666533,13.35027767,6.901557811,6.996043,22.466205,72.14512,220.6431,464.116788,12.37448767,12.37448755,11.82742869,7.719342213,21011.87771,10727.2234,5447.353889,6236.31557,5778.71792,"Su, Y, Chen, X, Wang, C, Zhang, H, Liao, J, Ye, Y, C Wang",GIScience and Remote Sensing,2015
Zhongshan,China,China,263,147,241,393,1376,2682,5.067880335,5.011666533,13.35027767,6.901557811,78.915547,104.031333,137.03865,179.315493, ,2.801667501,2.794029548,2.725313255, ,1862.750821,2316.609747,2867.804083,7673.625837, ,"Weng, Q",International Journal of Remote Sensing,2001
Zhuhai,China,China,265,17,39,220,1004,1358,8.657965368,18.88739398,16.39413662,3.066281067,18.008584,32.871189,60,107.701544,226.173242,6.202217463,6.202217205,6.024703811,7.701544011,943.9942641,1186.449325,3666.666667,9322.05763,6004.246957,"Liu, Z, Huang, H, Werners, SE, D Yan",Journal of Geographical Sciences,2016
